city,category,created_at,price,price_per_sqm,total_size,furnished,registration_possible,washing_machine,tv,balcony,garden,terrace
Boldesti-Scaeni,Luxury Apartment,2017-01-22 21:49:37,3498.88,,,,True,False,False,,no,
Afumati,Luxury Apartment,2014-01-14 05:15:45,4972.9,,,True,,,True,no,yes,
Dabuleni,Luxury Apartment,2016-08-05 14:58:04,1069.22,,,,True,False,,,,
Rasnov,Apartment,2016-08-01 21:59:55,802.89,,,True,True,False,True,,yes,
Calan,Luxury Apartment,2016-07-08 01:34:23,4641.7,,,False,False,True,,,yes,
Medgidia,Studio,2013-12-12 12:50:09,402.12,,,True,True,False,True,,yes,
Rosiori de Vede,Apartment,2017-04-22 04:58:12,866.26,,,False,False,True,False,,no,
Calan,Luxury Apartment,2017-12-05 17:31:08,3180.56,,,,,False,False,,no,
Mogosoaia,Apartment,2013-05-24 21:14:56,656.78,9.38,70,True,,,,,no,
Fetesti-Gara,Luxury Apartment,2017-05-25 10:15:56,2747.86,,,,,False,,,,
Dabuleni,Other,2013-06-15 08:03:06,143.67,1.65,87,True,,True,True,no,yes,
Iernut,Luxury Apartment,2013-09-20 06:53:05,2501.3,62.53,40,False,,,False,,no,
Dabuleni,Studio,2017-03-02 07:03:07,450.35,,,True,,False,False,,,
Oradea,Apartment,2017-05-08 14:54:36,959.93,9.06,106,True,False,,False,,no,
Modelu,Shared Room,2016-11-09 12:23:40,245.38,,,False,,,True,,no,
Pancota,Luxury Apartment,2016-11-09 20:48:26,2039.7,17.14,119,True,False,,,,no,
Rasnov,Private Room,2015-05-07 13:34:47,344.12,,,True,,True,False,,,
Boldesti-Scaeni,Luxury Apartment,2016-02-23 19:13:40,3148.8,,,False,,True,True,,,
Sovata,Luxury Apartment,2015-11-25 05:12:31,2299.56,31.94,72,False,,,False,yes,yes,
Fetesti-Gara,Private Room,2015-08-15 09:17:36,382.7,,,True,,True,False,,no,
Mogosoaia,Private Room,2015-06-29 17:59:06,340.63,,,,True,True,True,no,no,
Medgidia,Luxury Apartment,2013-10-12 10:50:31,4630.55,57.88,80,False,False,,,yes,no,
Targu Frumos,Luxury Apartment,2014-01-04 04:00:14,1857.51,13.66,136,False,,,True,,no,no
Rasnov,Private Room,2013-06-25 13:49:28,367.33,,,,True,,True,,no,
Rosiori de Vede,Luxury Apartment,2016-11-06 02:48:52,2363.44,20.37,116,,,False,,yes,yes,
Medgidia,Shared Room,2014-10-25 05:19:41,272.4,,,False,False,True,,,no,no
Calan,Apartment,2014-07-03 10:10:36,890.38,8.99,99,,True,True,True,,no,yes
Sovata,Other,2015-01-18 05:07:54,181.2,0.79,230,False,False,,True,,yes,yes
Targu Frumos,Studio,2014-10-19 05:26:21,444.14,,,True,True,True,False,,no,
Rasnov,Apartment,2016-03-23 02:22:09,533.83,4.45,120,False,,,False,,no,yes
Mogosoaia,Apartment,2015-09-05 13:39:51,621.92,7.4,84,True,,True,False,,,
Pancota,Luxury Apartment,2013-03-15 16:21:56,4693.91,24.45,192,True,,True,True,,,no
Rasnov,Apartment,2016-02-06 17:09:30,924.15,,,False,False,True,True,,no,
Medgidia,Luxury Apartment,2013-06-23 23:14:50,3025.93,,,,False,,False,no,no,
Campia Turzii,Apartment,2013-06-24 20:58:54,584.28,8.35,70,False,,False,,,no,
Calarasi,Apartment,2016-10-18 10:51:08,628.53,,,False,,False,,,yes,
Medgidia,Studio,2013-12-27 02:09:14,428.3,,,False,True,,False,,yes,
Modelu,Studio,2014-08-31 11:15:50,499.66,,,False,,False,,,,
Fetesti-Gara,Other,2016-06-23 18:12:35,110.0,0.51,215,,True,,True,no,yes,no
Iernut,Shared Room,2014-02-18 07:08:14,243.27,,,,False,,True,,,
Afumati,Other,2017-03-30 18:03:57,129.31,,,False,True,,False,,yes,
Rosiori de Vede,Luxury Apartment,2015-08-04 19:27:32,3208.54,18.87,170,True,True,,False,,,
Calafat,Luxury Apartment,2016-04-03 00:19:28,1714.92,,,,True,,True,yes,,
Barlad,Other,2017-12-21 19:16:56,130.14,1.3,100,True,,False,,,,yes
Afumati,Luxury Apartment,2014-02-14 03:51:21,3194.22,,,False,True,False,,,no,
Toplita,Shared Room,2014-06-30 10:18:34,294.13,,,,False,,True,,,yes
Brad,Luxury Apartment,2014-11-29 21:17:29,4698.18,,,False,True,,True,,,
Calarasi,Apartment,2017-05-26 03:05:09,891.74,,,True,,False,,,yes,yes
Brad,Luxury Apartment,2017-08-26 20:15:13,4470.62,,,False,,True,,yes,,
Prejmer,Luxury Apartment,2015-07-26 05:45:54,4477.89,42.24,106,,True,,False,,no,yes
Titu,Apartment,2014-02-07 12:31:26,639.86,,,False,True,,True,no,yes,
Fetesti-Gara,Luxury Apartment,2015-12-10 07:30:43,4696.82,57.99,81,,,False,True,,,
Calarasi,Studio,2013-12-09 09:44:00,445.98,,,False,,False,True,,,
Barlad,Other,2017-01-01 15:08:39,175.3,4.61,38,,,True,False,,yes,
Toplita,Apartment,2014-08-03 10:47:47,983.3,10.81,91,False,False,True,,,,
Prejmer,Luxury Apartment,2017-09-12 21:56:37,1973.7,70.49,28,,False,True,,,,yes
Campia Turzii,Apartment,2015-06-08 20:07:20,595.97,5.47,109,True,,False,,,,
Calarasi,Luxury Apartment,2015-04-04 19:33:45,1595.46,14.12,113,False,True,False,False,,yes,
Medgidia,Shared Room,2014-04-06 07:06:28,238.97,,,False,,True,,,yes,
Comanesti,Studio,2013-11-30 07:38:20,439.68,,,True,,,True,,no,
Afumati,Apartment,2013-10-21 04:15:55,822.75,inf,0,True,False,False,True,no,,
Lupeni,Private Room,2014-05-27 09:02:57,300.14,12.01,25,False,,True,True,,no,
Medgidia,Apartment,2015-12-22 22:01:02,794.49,6.02,132,,True,,,,yes,
Afumati,Other,2014-05-18 01:25:16,114.78,1.23,93,False,False,False,,,yes,
Comanesti,Luxury Apartment,2015-10-16 22:57:48,3291.5,117.55,28,,True,False,False,yes,yes,yes
Titu,Luxury Apartment,2015-02-28 20:22:55,2543.31,22.12,115,False,,False,False,yes,yes,
Oradea,Private Room,2017-07-21 11:12:03,346.3,,,,,,False,,yes,
Rasnov,Luxury Apartment,2013-10-11 19:28:08,2207.55,11.62,190,,False,False,,yes,,
Iernut,Other,2013-03-02 03:45:16,181.51,3.13,58,,True,,True,yes,no,
Rosiori de Vede,Studio,2017-06-29 14:01:51,417.58,,,True,True,True,False,,no,
Afumati,Luxury Apartment,2014-01-25 16:37:48,2270.4,108.11,21,,,True,,,no,no
Brad,Luxury Apartment,2016-04-28 05:11:13,3025.93,26.09,116,True,False,,True,yes,yes,yes
Medgidia,Private Room,2016-03-09 05:52:34,300.44,12.02,25,True,,,,yes,,
Boldesti-Scaeni,Luxury Apartment,2014-09-06 11:56:10,2226.67,,,True,False,False,False,,,no
Lupeni,Luxury Apartment,2013-12-07 19:04:05,1769.46,,,,True,False,True,,no,
Afumati,Apartment,2014-10-01 08:18:09,792.5,60.96,13,,,False,True,,yes,no
Rasnov,Luxury Apartment,2013-02-20 21:17:32,1532.88,,,False,,False,True,,,no
Afumati,Private Room,2017-02-07 21:23:50,313.78,,,True,False,True,,yes,no,no
Brad,Shared Room,2015-01-27 06:18:53,262.22,,,,,False,False,,yes,
Iernut,Studio,2016-09-23 10:50:39,402.2,,,False,True,,False,,no,no
Boldesti-Scaeni,Private Room,2016-02-18 05:20:16,359.12,,,False,,True,,,,
Calan,Apartment,2014-08-18 23:10:22,650.37,5.04,129,True,,,True,,,yes
Rosiori de Vede,Apartment,2015-09-20 22:15:06,939.0,7.82,120,True,,True,True,,,
Mogosoaia,Private Room,2013-03-01 21:04:20,351.55,,,,False,True,False,yes,yes,
Brad,Luxury Apartment,2017-04-25 22:06:49,1470.34,,,False,False,,,yes,yes,
Toplita,Apartment,2013-07-09 17:22:47,601.45,7.25,83,False,False,False,False,,no,
Lupeni,Apartment,2017-12-11 09:05:52,768.8,20.23,38,True,,False,False,,,yes
Oradea,Luxury Apartment,2014-05-11 04:56:18,3358.99,,,,False,False,False,,,
Dabuleni,Apartment,2014-10-30 13:16:47,715.82,,,False,False,True,False,,,no
Pancota,Luxury Apartment,2015-04-19 16:56:44,1966.59,,,,,False,False,,yes,no
Mogosoaia,Apartment,2015-02-08 21:37:12,797.52,,,,True,,True,,,
Titu,Luxury Apartment,2017-08-25 13:19:16,2749.18,27.49,100,True,True,False,,,no,yes
Calarasi,Apartment,2014-11-24 05:49:07,770.42,,,False,,,,,,
Calafat,Apartment,2015-03-16 14:39:39,882.31,9.39,94,True,True,False,,,,
Campia Turzii,Private Room,2017-01-12 22:11:20,322.84,,,False,,False,,,,no
Calarasi,Luxury Apartment,2013-04-23 01:19:56,1742.48,17.25,101,,True,,,yes,,no
Barlad,Apartment,2016-02-05 03:27:30,888.82,,,,True,,True,,no,
Calan,Apartment,2013-08-04 13:48:12,530.74,3.85,138,,,True,False,,no,
Dabuleni,Shared Room,2013-06-27 04:16:00,246.22,,,False,,False,False,,,
Mogosoaia,Luxury Apartment,2014-12-18 17:09:01,4696.82,57.28,82,False,,True,True,yes,yes,yes
Calafat,Apartment,2017-01-26 05:18:55,957.7,10.3,93,False,,False,False,,,
Lupeni,Apartment,2013-12-15 07:00:04,544.92,41.92,13,True,,False,,,no,no
Prejmer,Apartment,2017-01-29 20:09:22,936.7,,,True,True,False,False,,,
Rasnov,Other,2015-04-05 06:39:05,100.11,1.3,77,,False,True,False,,no,
Strehaia,Luxury Apartment,2016-07-29 20:40:24,1608.3,73.1,22,False,,True,,,yes,
Toplita,Apartment,2016-03-22 15:37:34,627.76,6.41,98,True,False,True,,yes,,
Strehaia,Apartment,2017-10-13 02:36:04,975.79,,,,,,,,no,yes
Barlad,Apartment,2014-05-28 16:48:26,562.4,6.32,89,True,True,,,,,
Campia Turzii,Private Room,2017-12-30 04:34:55,345.5,,,True,,False,True,,no,
Medgidia,Luxury Apartment,2016-09-18 20:08:39,4874.88,,,,,False,False,,yes,no
Campia Turzii,Apartment,2014-02-08 14:19:27,540.89,8.45,64,False,,False,,,,yes
Sovata,Private Room,2016-10-08 22:45:37,303.91,,,False,True,,False,,yes,
Toplita,Apartment,2014-07-28 21:30:54,851.63,10.14,84,,,,True,,yes,
Prejmer,Luxury Apartment,2013-01-15 20:01:13,4752.46,,,False,True,True,,,,
Rosiori de Vede,Luxury Apartment,2017-05-31 18:39:42,2503.98,20.87,120,False,True,True,False,,yes,
Harlau,Apartment,2013-01-26 16:23:04,949.1,16.36,58,True,,False,False,no,yes,
Calafat,Apartment,2015-11-02 19:23:55,841.66,11.22,75,True,,False,False,,,
Comanesti,Apartment,2013-12-01 13:29:07,823.41,7.62,108,,,True,False,,no,
Pancota,Other,2013-01-21 23:01:47,149.43,,,False,,False,,,no,
Sovata,Luxury Apartment,2015-04-18 10:33:52,1402.54,14.61,96,,True,,,yes,yes,
Modelu,Apartment,2015-10-10 02:19:39,998.53,,,True,,,False,,,
Focsani,Apartment,2013-09-05 13:42:31,670.2,5.78,116,,,True,True,,yes,
Targu Frumos,Apartment,2015-06-23 15:20:35,983.2,,,,True,,,,yes,
Sovata,Apartment,2016-05-10 08:27:38,773.98,,,,,True,True,,yes,yes
Lupeni,Other,2014-09-08 11:43:03,140.0,,,True,,,,yes,yes,
Oradea,Luxury Apartment,2015-09-17 04:12:49,4806.36,,,False,,,False,yes,yes,no
Campia Turzii,Luxury Apartment,2015-04-11 11:26:55,4683.52,111.51,42,,False,False,,,yes,
Fetesti-Gara,Luxury Apartment,2013-03-23 03:17:07,2753.1,86.03,32,True,,,True,,no,no
Calafat,Apartment,2017-12-13 15:39:25,617.99,,,False,False,True,False,,yes,
Iernut,Luxury Apartment,2015-06-17 03:43:12,2899.36,,,False,,,,,no,
Dabuleni,Apartment,2013-07-01 07:44:41,503.22,,,True,,True,,,no,yes
Rosiori de Vede,Studio,2017-12-28 20:32:57,482.52,,,True,False,True,False,,no,
Oradea,Shared Room,2014-08-20 00:55:05,230.73,20.98,11,True,False,,False,yes,yes,yes
Rasnov,Luxury Apartment,2014-08-03 17:02:49,2924.57,53.17,55,,True,,False,,no,
Pancota,Luxury Apartment,2015-01-06 15:23:22,4382.9,141.38,31,,,,False,,no,
Prejmer,Luxury Apartment,2016-01-24 10:27:50,1080.16,,,True,True,False,False,,,no
Titu,Shared Room,2016-08-25 12:56:11,218.68,,,,False,True,,,no,
Sovata,Other,2014-06-17 18:30:12,134.55,0.69,194,,,True,False,,,
Brad,Apartment,2017-11-20 06:01:56,974.86,,,False,,,True,,yes,
Medgidia,Apartment,2015-03-30 07:39:06,763.9,7.79,98,,False,False,True,,,
Calafat,Luxury Apartment,2015-01-08 23:36:28,4468.34,62.93,71,True,False,,,,,yes
Focsani,Studio,2017-09-09 02:47:15,456.56,,,True,True,,,,,
Brad,Luxury Apartment,2016-10-29 09:08:00,3994.73,37.69,106,True,,True,,,no,no
Prejmer,Apartment,2016-10-07 06:44:05,687.6,6.61,104,False,,True,False,,yes,
Modelu,Luxury Apartment,2015-06-09 20:12:48,3637.35,,,False,True,,True,,no,
Boldesti-Scaeni,Apartment,2017-06-07 15:36:25,936.49,,,True,,,,no,,
Afumati,Apartment,2017-08-30 02:15:21,706.64,8.94,79,False,,True,False,no,,
Campia Turzii,Luxury Apartment,2013-12-28 07:17:58,3070.55,,,False,True,True,,yes,,yes
Focsani,Luxury Apartment,2013-06-06 18:21:11,4233.81,51.01,83,True,True,False,,,no,no
Iernut,Luxury Apartment,2015-02-13 02:29:27,2478.12,,,False,True,,True,no,,yes
Rasnov,Apartment,2014-08-18 09:40:11,653.13,5.49,119,False,False,True,,,no,
Calafat,Other,2013-10-18 21:54:18,195.88,,,,True,False,,,no,yes
Brad,Apartment,2014-04-30 02:23:42,915.62,6.94,132,True,True,False,True,yes,yes,
Toplita,Other,2013-03-26 13:09:58,122.77,,,,False,True,False,,,yes
Iernut,Other,2016-08-12 12:28:57,124.12,,,,False,,True,,no,yes
Oradea,Luxury Apartment,2014-06-30 05:33:39,4795.14,,,True,,True,,,,
Boldesti-Scaeni,Luxury Apartment,2016-02-22 01:59:33,3311.8,46.0,72,False,True,,False,,no,
Lupeni,Apartment,2017-10-10 13:12:00,671.95,8.4,80,False,True,False,True,,,yes
Rasnov,Studio,2014-12-08 10:59:12,412.57,,,,True,True,False,no,yes,yes
Brad,Luxury Apartment,2015-05-31 16:11:26,3637.7,,,False,,True,,,no,
Harlau,Apartment,2014-10-03 20:01:36,764.21,10.76,71,,False,,,,,
Medgidia,Apartment,2014-05-06 19:12:40,854.45,,,,,,True,,yes,
Brad,Luxury Apartment,2017-01-29 20:09:22,1686.7,18.14,93,,,False,,,no,
Medgidia,Luxury Apartment,2014-09-29 04:25:46,1657.21,20.21,82,,,False,False,,no,
Boldesti-Scaeni,Luxury Apartment,2014-09-15 02:38:04,3469.39,,,,,False,True,no,no,
Calarasi,Apartment,2015-11-21 02:15:31,589.9,6.7,88,False,,,,,no,
Medgidia,Luxury Apartment,2013-12-21 09:48:07,4894.12,,,False,False,True,,,no,yes
Prejmer,Private Room,2015-12-19 05:59:53,340.63,,,,,False,False,,yes,
Afumati,Apartment,2013-10-17 11:21:39,714.18,23.81,30,True,False,False,True,no,yes,
Rosiori de Vede,Apartment,2014-10-04 09:58:35,888.82,,,,True,False,False,yes,no,
Afumati,Luxury Apartment,2015-08-01 20:15:06,1103.79,12.69,87,True,True,False,,,yes,
Rasnov,Studio,2017-01-12 16:42:13,496.73,,,False,True,False,False,,,
Pancota,Apartment,2013-03-24 01:03:05,501.0,7.37,68,True,True,True,True,,yes,
Mogosoaia,Private Room,2014-01-21 17:00:13,317.37,,,False,,False,,yes,no,
Medgidia,Apartment,2013-07-02 05:01:30,594.37,21.23,28,False,,False,True,no,,yes
Targu Frumos,Luxury Apartment,2016-08-11 08:39:41,2157.73,21.58,100,,True,True,True,no,yes,
Barlad,Other,2017-06-07 13:29:37,152.17,,,False,,True,True,no,no,
Rasnov,Luxury Apartment,2015-07-15 23:45:31,1497.81,11.61,129,,,False,True,,no,
Toplita,Apartment,2014-08-16 15:08:12,975.79,,,False,True,True,False,,,
Fetesti-Gara,Apartment,2013-02-11 10:38:31,617.29,,,False,,,,,no,
Calafat,Luxury Apartment,2017-08-07 05:35:01,2171.95,26.81,81,,True,,,yes,yes,
Campia Turzii,Studio,2017-09-24 01:55:58,458.24,,,True,True,,,,,
Afumati,Private Room,2013-04-24 17:05:41,303.66,,,False,,False,True,,no,yes
Prejmer,Private Room,2013-12-08 21:09:15,318.14,,,False,,False,,,,
Afumati,Shared Room,2017-09-09 13:46:55,272.57,,,True,,,False,,no,
Focsani,Apartment,2014-01-16 15:58:05,854.25,7.36,116,True,True,True,,no,yes,
Medgidia,Studio,2013-01-01 23:48:41,462.93,,,False,,True,,,,
Oradea,Luxury Apartment,2015-02-12 07:12:05,2015.32,,,False,,False,False,,no,
Rosiori de Vede,Luxury Apartment,2016-05-10 11:30:08,4407.66,44.98,98,True,,True,False,,yes,
Lupeni,Luxury Apartment,2014-04-12 00:07:37,1069.35,23.76,45,False,False,True,,,no,
Focsani,Apartment,2015-02-04 00:29:35,658.2,5.72,115,,True,,True,no,,
Strehaia,Luxury Apartment,2014-11-03 13:45:17,3799.85,36.89,103,,,False,True,yes,yes,
Oradea,Apartment,2014-09-29 22:44:15,562.82,4.69,120,False,,,False,,no,
Titu,Shared Room,2015-01-03 15:43:36,233.74,,,False,,True,True,,,
Harlau,Other,2016-01-24 09:44:45,182.62,3.89,47,,True,True,,,,yes
Fetesti-Gara,Luxury Apartment,2013-04-28 07:50:50,3178.39,,,True,,,,,yes,
Calan,Private Room,2016-10-31 13:56:12,373.49,,,True,,,False,,,
Iernut,Apartment,2014-04-30 14:04:08,790.99,4.14,191,,,False,True,,no,
Medgidia,Luxury Apartment,2017-05-15 16:27:37,4729.19,,,False,,True,,,,
Barlad,Shared Room,2015-08-25 22:13:39,256.64,,,,True,False,False,,,
Medgidia,Other,2015-05-31 00:07:47,116.33,0.59,196,,,,,,yes,
Oradea,Apartment,2014-04-19 17:14:59,793.67,6.73,118,True,,,True,,yes,
Toplita,Luxury Apartment,2017-10-30 12:21:26,2149.71,,,False,,True,,,,
Toplita,Apartment,2015-10-29 09:54:18,629.35,,,True,,False,False,,yes,
Prejmer,Apartment,2013-12-05 17:45:04,695.14,8.28,84,True,True,,False,,,no
Medgidia,Apartment,2017-12-05 20:43:38,570.45,11.19,51,,False,False,,,no,
Calan,Shared Room,2017-09-13 09:35:48,290.5,,,True,True,,True,,,
Strehaia,Other,2016-08-22 07:49:00,164.71,1.79,92,,False,False,,,no,no
Iernut,Apartment,2017-01-01 00:33:35,700.97,,,,,,,,,
Brad,Apartment,2013-05-29 18:09:49,865.3,,,False,False,False,True,yes,yes,
Medgidia,Apartment,2016-12-28 04:17:55,726.82,14.83,49,False,,False,False,,yes,
Iernut,Shared Room,2017-01-13 00:50:00,231.66,,,True,False,,False,,yes,
Sovata,Shared Room,2016-04-16 15:14:14,223.54,,,False,,True,,no,yes,
Pancota,Apartment,2017-04-10 17:03:04,611.98,,,,,True,False,yes,no,yes
Rosiori de Vede,Luxury Apartment,2016-06-20 00:29:51,1434.19,8.96,160,,False,False,True,,,
Oradea,Shared Room,2014-04-22 13:15:21,201.23,,,False,,,False,,yes,
Pancota,Studio,2015-12-18 17:47:42,456.12,,,True,,,,no,yes,no
Rosiori de Vede,Studio,2015-06-08 05:40:09,487.79,,,,,False,True,no,yes,
Calafat,Private Room,2013-09-09 09:04:49,398.59,,,False,True,True,,yes,,
Calafat,Apartment,2017-10-27 20:29:53,855.1,10.82,79,True,,False,False,yes,,
Calan,Luxury Apartment,2015-04-17 09:57:56,4134.92,,,False,True,False,,,,yes
Barlad,Studio,2017-10-26 08:54:01,450.66,,,,,False,False,,no,no
Harlau,Apartment,2016-05-09 03:19:27,540.89,3.58,151,True,,False,True,no,,
Iernut,Luxury Apartment,2016-10-09 13:42:19,2059.59,,,False,,False,False,,yes,
Lupeni,Luxury Apartment,2013-05-09 11:27:33,2461.47,,,,False,True,,no,,
Campia Turzii,Apartment,2014-10-01 08:04:44,806.74,10.08,80,True,,False,True,,no,
Harlau,Other,2015-01-30 10:53:00,182.7,1.28,143,True,,False,True,,no,
Calafat,Other,2014-05-02 19:58:06,192.41,1.69,114,False,,,False,,,yes
Oradea,Apartment,2014-01-07 11:38:57,556.14,7.22,77,,,,,,no,
Focsani,Luxury Apartment,2014-12-25 22:06:40,3141.66,,,False,,True,False,,,yes
Medgidia,Luxury Apartment,2013-10-22 04:47:40,4689.32,,,,True,True,True,yes,yes,
Medgidia,Luxury Apartment,2013-06-20 18:23:17,2728.38,,,True,,,False,,,
Oradea,Luxury Apartment,2016-01-01 07:24:01,2922.49,24.15,121,True,False,,,,no,
Modelu,Apartment,2014-03-28 23:20:58,584.39,,,,True,,,,,
Strehaia,Luxury Apartment,2013-02-11 00:27:46,4355.96,,,True,,False,False,yes,no,
Titu,Apartment,2016-12-03 10:27:18,951.9,8.14,117,False,True,True,False,,,
Iernut,Luxury Apartment,2015-11-03 16:01:20,2226.14,,,False,,True,,,no,
Medgidia,Luxury Apartment,2013-03-24 13:12:39,2223.82,,,,True,,True,,yes,
Afumati,Luxury Apartment,2015-04-28 22:43:53,1683.23,18.91,89,,,False,True,,,
Campia Turzii,Luxury Apartment,2016-10-29 05:59:26,2896.73,67.37,43,,,,True,,no,
Barlad,Apartment,2014-12-19 01:51:14,562.1,281.05,2,True,True,True,True,,no,yes
Sovata,Apartment,2014-11-05 01:01:46,644.62,6.38,101,,,True,False,,,
Strehaia,Apartment,2013-09-25 13:52:20,898.34,,,False,,,True,,no,
Afumati,Other,2016-01-24 23:19:18,107.99,1.0,108,False,False,False,,no,,yes
Comanesti,Apartment,2017-02-20 07:58:25,543.68,,,False,True,False,True,,no,
Lupeni,Luxury Apartment,2014-04-30 14:04:08,2195.69,52.28,42,,,False,True,no,no,yes
Calafat,Apartment,2013-06-28 11:30:52,891.8,11.89,75,False,True,False,False,no,,
Rasnov,Private Room,2016-03-17 13:36:27,361.12,,,,True,,False,,,
Lupeni,Apartment,2015-04-04 04:00:13,893.0,,,False,False,,False,,yes,
Boldesti-Scaeni,Apartment,2014-01-04 02:17:21,604.46,151.12,4,True,True,False,False,no,yes,
Mogosoaia,Luxury Apartment,2014-09-11 03:59:14,3063.54,,,,False,,False,,yes,
Iernut,Luxury Apartment,2015-05-11 23:06:54,3066.74,57.86,53,,True,True,False,,no,
Focsani,Apartment,2015-05-14 07:05:18,967.69,30.24,32,False,True,False,,,no,
Iernut,Luxury Apartment,2014-05-17 10:05:07,3063.54,1531.77,2,False,,False,False,,no,
Medgidia,Luxury Apartment,2015-05-04 20:54:24,4086.7,28.98,141,False,True,,True,,yes,
Calarasi,Luxury Apartment,2017-05-23 12:39:18,1922.33,,,True,,False,,yes,yes,
Barlad,Apartment,2013-07-17 08:39:06,987.17,9.4,105,False,False,False,,,,
Toplita,Private Room,2013-11-25 14:04:43,374.5,,,,True,True,,no,no,
Rasnov,Studio,2015-07-09 22:19:40,464.0,,,False,,True,True,yes,,no
Rosiori de Vede,Apartment,2017-06-28 15:59:42,601.62,,,True,True,True,True,,yes,
Brad,Other,2016-02-13 02:56:11,193.21,1.86,104,,,,,,,
Comanesti,Apartment,2014-03-11 15:09:37,839.79,,,True,True,False,True,,yes,
Dabuleni,Shared Room,2015-07-30 16:20:06,288.4,,,False,,False,True,yes,yes,
Dabuleni,Luxury Apartment,2016-12-28 21:42:49,2301.14,,,True,False,True,True,,no,yes
Sovata,Luxury Apartment,2013-05-19 01:01:58,4317.87,52.66,82,,False,True,,,no,
Prejmer,Private Room,2016-04-19 09:45:12,320.94,,,True,,True,False,yes,,
Targu Frumos,Apartment,2016-12-13 04:17:44,503.22,,,False,,False,,no,no,
Calan,Apartment,2017-08-24 23:50:53,849.52,94.39,9,False,True,False,False,yes,no,
Lupeni,Apartment,2014-10-02 05:36:54,926.73,8.74,106,True,,True,,yes,yes,yes
Sovata,Luxury Apartment,2013-12-07 17:31:40,1217.32,6.8,179,,True,,,no,no,
Iernut,Shared Room,2013-10-01 11:31:52,237.16,,,,False,,,,yes,
Mogosoaia,Shared Room,2015-08-20 01:08:23,263.63,,,False,,,False,yes,no,no
Pancota,Private Room,2015-08-04 17:16:00,326.53,,,,False,True,False,,no,
Comanesti,Shared Room,2016-07-26 15:55:13,227.79,,,True,False,,True,no,,yes
Mogosoaia,Private Room,2014-11-20 04:28:46,311.23,,,,,False,False,,,
Targu Frumos,Private Room,2017-12-05 06:48:41,393.36,,,True,,,,,,
Toplita,Luxury Apartment,2015-04-21 16:17:27,1646.8,,,False,True,False,True,,yes,no
Medgidia,Apartment,2017-03-28 08:33:02,843.44,24.81,34,,False,False,,,yes,
Mogosoaia,Other,2013-06-02 03:07:56,115.15,1.58,73,,,True,,yes,,
Medgidia,Apartment,2013-02-15 17:22:38,537.72,,,,,False,,yes,,
Rasnov,Shared Room,2014-10-06 08:16:56,208.14,,,,False,,True,yes,yes,yes
Dabuleni,Apartment,2015-05-16 02:29:01,586.23,5.53,106,,True,False,False,,,
Strehaia,Shared Room,2016-02-16 19:31:26,200.16,,,,False,True,True,yes,,
Modelu,Private Room,2017-08-12 21:41:04,327.87,,,False,False,,,no,yes,
Medgidia,Apartment,2014-03-01 10:08:16,659.4,,,False,False,,True,,yes,
Focsani,Luxury Apartment,2015-10-08 09:27:46,2577.64,26.04,99,,,,True,,,
Focsani,Luxury Apartment,2016-04-12 10:36:44,1723.94,22.1,78,,,,False,,,
Rosiori de Vede,Apartment,2013-04-27 08:27:07,874.22,,,,False,,False,,no,
Targu Frumos,Other,2015-12-15 10:28:47,105.27,1.5,70,False,False,False,True,no,no,
Modelu,Apartment,2015-02-01 18:58:10,607.26,6.53,93,True,,False,True,,,yes
Harlau,Luxury Apartment,2016-06-19 20:28:42,4041.66,41.24,98,True,,,,,no,
Medgidia,Apartment,2015-04-12 02:23:50,972.2,,,True,True,False,True,,yes,
Fetesti-Gara,Shared Room,2016-04-21 03:45:14,235.99,,,False,False,,True,yes,,
Comanesti,Luxury Apartment,2014-03-22 19:19:40,1949.22,26.7,73,True,,,True,,,
